"","Package","LibPath","Version","Priority","Depends","Imports","LinkingTo","Suggests","Enhances","License","License_is_FOSS","License_restricts_use","OS_type","MD5sum","NeedsCompilation","Built"
"VGAM","VGAM","/usr/local/lib/R/site-library","1.1-5",NA,"R (>= 3.5.0), methods, stats, stats4, splines",NA,NA,"VGAMextra, MASS, mgcv","VGAMdata","GPL-3",NA,NA,NA,NA,"yes","4.1.0"
"vipor","vipor","/usr/local/lib/R/site-library","0.4.5",NA,"R (>= 3.0.0)","stats, graphics",NA,"testthat, beeswarm, lattice, ggplot2, beanplot, vioplot,
ggbeeswarm,",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.1.0"
"viridis","viridis","/usr/local/lib/R/site-library","0.6.2",NA,"R (>= 2.10), viridisLite (>= 0.4.0)","stats, ggplot2 (>= 1.0.1), gridExtra",NA,"hexbin (>= 1.27.0), scales, MASS, knitr, dichromat,
colorspace, raster, rasterVis, httr, mapproj, vdiffr, svglite
(>= 1.2.0), testthat, covr, rmarkdown, rgdal, maps",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.1.0"
"viridisLite","viridisLite","/usr/local/lib/R/site-library","0.4.0",NA,"R (>= 2.10)",NA,NA,"hexbin (>= 1.27.0), ggplot2 (>= 1.0.1), testthat, covr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.1.0"
"visNetwork","visNetwork","/usr/local/lib/R/site-library","2.1.0",NA,"R (>= 3.0)","htmlwidgets, htmltools, jsonlite, magrittr, utils, methods,
grDevices, stats",NA,"knitr, rmarkdown, webshot, igraph, rpart, shiny,
shinyWidgets, colourpicker, sparkline, ggraph, tidygraph,
flashClust",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.1.0"
"vroom","vroom","/usr/local/lib/R/site-library","1.5.5",NA,"R (>= 3.1)","bit64, crayon, cli, glue, hms, lifecycle, methods, rlang (>=
0.4.2), stats, tibble (>= 2.0.0), tzdb (>= 0.1.1), vctrs (>=
0.2.0), tidyselect, withr","progress (>= 1.2.1), cpp11 (>= 0.2.0), tzdb (>= 0.1.1)","archive, bench (>= 1.1.0), covr, curl, dplyr, forcats, fs,
ggplot2, knitr, patchwork, prettyunits, purrr, rmarkdown,
rstudioapi, scales, spelling, testthat (>= 2.1.0), tidyr,
waldo, xml2",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.1.0"
"waldo","waldo","/usr/local/lib/R/site-library","0.3.1",NA,NA,"cli, diffobj (>= 0.3.4), fansi, glue, methods, rematch2, rlang
(>= 0.4.10), tibble",NA,"testthat (>= 3.0.0), covr, R6, withr, xml2",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.1.0"
"warp","warp","/usr/local/lib/R/site-library","0.2.0",NA,"R (>= 3.2)",NA,NA,"covr, testthat (>= 2.1.0), knitr, rmarkdown",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.1.0"
"webshot","webshot","/usr/local/lib/R/site-library","0.5.2",NA,"R (>= 3.0)","magrittr, jsonlite, callr",NA,"httpuv, knitr, rmarkdown, shiny",NA,"GPL-2",NA,NA,NA,NA,"no","4.1.0"
"whisker","whisker","/usr/local/lib/R/site-library","0.4",NA,NA,NA,NA,"markdown",NA,"GPL-3",NA,NA,NA,NA,"no","4.1.0"
"withr","withr","/usr/local/lib/R/site-library","2.4.2",NA,"R (>= 3.2.0)","graphics, grDevices, stats",NA,"covr, DBI, knitr, lattice, methods, rmarkdown, RSQLite,
testthat (>= 2.1.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.1.0"
"wk","wk","/usr/local/lib/R/site-library","0.5.0",NA,NA,NA,"cpp11","testthat (>= 3.0.0), vctrs (>= 0.3.0), sf, tibble",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.1.0"
"wordcloud2","wordcloud2","/usr/local/lib/R/site-library","0.2.1",NA,"R (>= 3.1.0)","htmlwidgets, base64enc, grDevices, graphics",NA,"knitr, rmarkdown, webshot","shiny (>= 0.12)","GPL-2",NA,NA,NA,NA,"no","4.1.0"
"xfun","xfun","/usr/local/lib/R/site-library","0.27",NA,NA,"stats, tools",NA,"testit, parallel, codetools, rstudioapi, tinytex (>= 0.30),
mime, markdown, knitr, htmltools, remotes, pak, rhub, renv,
curl, jsonlite, rmarkdown",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.1.0"
"XML","XML","/usr/local/lib/R/site-library","3.99-0.8",NA,"R (>= 4.0.0), methods, utils",NA,NA,"bitops, RCurl",NA,"BSD_3_clause + file LICENSE",NA,NA,NA,NA,"yes","4.1.0"
"xml2","xml2","/usr/local/lib/R/site-library","1.3.2",NA,"R (>= 3.1.0)","methods",NA,"covr, curl, httr, knitr, magrittr, mockery, rmarkdown,
testthat (>= 2.1.0)",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.1.0"
"xopen","xopen","/usr/local/lib/R/site-library","1.0.0",NA,"R (>= 3.1)","processx",NA,"ps, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.1.0"
"xtable","xtable","/usr/local/lib/R/site-library","1.8-4",NA,"R (>= 2.10.0)","stats, utils",NA,"knitr, plm, zoo, survival",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.1.0"
"xts","xts","/usr/local/lib/R/site-library","0.12.1",NA,"zoo (>= 1.7-12)","methods","zoo","timeSeries, timeDate, tseries, chron, fts, tis, RUnit",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.1.0"
"XVector","XVector","/usr/local/lib/R/site-library","0.34.0",NA,"R (>= 4.0.0), methods, BiocGenerics (>= 0.37.0), S4Vectors (>=
0.27.12), IRanges (>= 2.23.9)","methods, utils, tools, zlibbioc, BiocGenerics, S4Vectors,
IRanges","S4Vectors, IRanges","Biostrings, drosophila2probe, RUnit",NA,"Artistic-2.0",NA,NA,NA,NA,"yes","4.1.1"
"yaml","yaml","/usr/local/lib/R/site-library","2.2.1",NA,NA,NA,NA,"RUnit",NA,"BSD_3_clause + file LICENSE",NA,NA,NA,NA,"yes","4.1.0"
"yulab.utils","yulab.utils","/usr/local/lib/R/site-library","0.0.4",NA,NA,"utils",NA,"pkgbuild",NA,"Artistic-2.0",NA,NA,NA,NA,"no","4.1.0"
"zip","zip","/usr/local/lib/R/site-library","2.2.0",NA,NA,NA,NA,"covr, processx, R6, testthat, withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.1.0"
"zlibbioc","zlibbioc","/usr/local/lib/R/site-library","1.40.0",NA,NA,NA,NA,NA,NA,"Artistic-2.0 + file LICENSE",NA,NA,NA,NA,"yes","4.1.1"
"zoo","zoo","/usr/local/lib/R/site-library","1.8-9",NA,"R (>= 3.1.0), stats","utils, graphics, grDevices, lattice (>= 0.20-27)",NA,"AER, coda, chron, fts, ggplot2 (>= 3.0.0), mondate, scales,
stinepack, strucchange, timeDate, timeSeries, tis, tseries, xts",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.1.0"
"base","base","/usr/local/lib/R/library","4.1.1","base",NA,NA,NA,"methods",NA,"Part of R 4.1.1",NA,NA,NA,NA,NA,"4.1.1"
"boot","boot","/usr/local/lib/R/library","1.3-28","recommended","R (>= 3.0.0), graphics, stats",NA,NA,"MASS, survival",NA,"Unlimited",NA,NA,NA,NA,"no","4.1.1"
"class","class","/usr/local/lib/R/library","7.3-19","recommended","R (>= 3.0.0), stats, utils","MASS",NA,NA,NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.1.1"
"cluster","cluster","/usr/local/lib/R/library","2.1.2","recommended","R (>= 3.4.0)","graphics, grDevices, stats, utils",NA,"MASS, Matrix",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.1.1"
"codetools","codetools","/usr/local/lib/R/library","0.2-18","recommended","R (>= 2.1)",NA,NA,NA,NA,"GPL",NA,NA,NA,NA,"no","4.1.1"
"compiler","compiler","/usr/local/lib/R/library","4.1.1","base",NA,NA,NA,NA,NA,"Part of R 4.1.1",NA,NA,NA,NA,NA,"4.1.1"
"datasets","datasets","/usr/local/lib/R/library","4.1.1","base",NA,NA,NA,NA,NA,"Part of R 4.1.1",NA,NA,NA,NA,NA,"4.1.1"
"foreign","foreign","/usr/local/lib/R/library","0.8-81","recommended","R (>= 4.0.0)","methods, utils, stats",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.1.1"
"graphics","graphics","/usr/local/lib/R/library","4.1.1","base",NA,"grDevices",NA,NA,NA,"Part of R 4.1.1",NA,NA,NA,NA,"yes","4.1.1"
"grDevices","grDevices","/usr/local/lib/R/library","4.1.1","base",NA,NA,NA,"KernSmooth",NA,"Part of R 4.1.1",NA,NA,NA,NA,"yes","4.1.1"
"grid","grid","/usr/local/lib/R/library","4.1.1","base",NA,"grDevices, utils",NA,NA,NA,"Part of R 4.1.1",NA,NA,NA,NA,"yes","4.1.1"
"KernSmooth","KernSmooth","/usr/local/lib/R/library","2.23-20","recommended","R (>= 2.5.0), stats",NA,NA,"MASS, carData",NA,"Unlimited",NA,NA,NA,NA,"yes","4.1.1"
"lattice","lattice","/usr/local/lib/R/library","0.20-44","recommended","R (>= 3.0.0)","grid, grDevices, graphics, stats, utils",NA,"KernSmooth, MASS, latticeExtra","chron","GPL (>= 2)",NA,NA,NA,NA,"yes","4.1.1"
"MASS","MASS","/usr/local/lib/R/library","7.3-54","recommended","R (>= 3.3.0), grDevices, graphics, stats, utils","methods",NA,"lattice, nlme, nnet, survival",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.1.1"
"Matrix","Matrix","/usr/local/lib/R/library","1.3-4","recommended","R (>= 3.5.0)","methods, graphics, grid, stats, utils, lattice",NA,"expm, MASS","MatrixModels, graph, SparseM, sfsmisc, igraph, maptools, sp,
spdep","GPL (>= 2) | file LICENCE",NA,NA,NA,NA,"yes","4.1.1"
"methods","methods","/usr/local/lib/R/library","4.1.1","base",NA,"utils, stats",NA,"codetools",NA,"Part of R 4.1.1",NA,NA,NA,NA,"yes","4.1.1"
"mgcv","mgcv","/usr/local/lib/R/library","1.8-36","recommended","R (>= 3.6.0), nlme (>= 3.1-64)","methods, stats, graphics, Matrix, splines, utils",NA,"parallel, survival, MASS",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.1.1"
"nlme","nlme","/usr/local/lib/R/library","3.1-152","recommended","R (>= 3.4.0)","graphics, stats, utils, lattice",NA,"Hmisc, MASS",NA,"GPL (>= 2) | file LICENCE",NA,NA,NA,NA,"yes","4.1.1"
"nnet","nnet","/usr/local/lib/R/library","7.3-16","recommended","R (>= 3.0.0), stats, utils",NA,NA,"MASS",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.1.1"
"parallel","parallel","/usr/local/lib/R/library","4.1.1","base",NA,"tools, compiler",NA,"methods","snow, nws, Rmpi","Part of R 4.1.1",NA,NA,NA,NA,"yes","4.1.1"
"rpart","rpart","/usr/local/lib/R/library","4.1-15","recommended","R (>= 2.15.0), graphics, stats, grDevices",NA,NA,"survival",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.1.1"
"spatial","spatial","/usr/local/lib/R/library","7.3-14","recommended","R (>= 3.0.0), graphics, stats, utils",NA,NA,"MASS",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.1.1"
"splines","splines","/usr/local/lib/R/library","4.1.1","base",NA,"graphics, stats",NA,"Matrix, methods",NA,"Part of R 4.1.1",NA,NA,NA,NA,"yes","4.1.1"
"stats","stats","/usr/local/lib/R/library","4.1.1","base",NA,"utils, grDevices, graphics",NA,"MASS, Matrix, SuppDists, methods, stats4",NA,"Part of R 4.1.1",NA,NA,NA,NA,"yes","4.1.1"
"stats4","stats4","/usr/local/lib/R/library","4.1.1","base",NA,"graphics, methods, stats",NA,NA,NA,"Part of R 4.1.1",NA,NA,NA,NA,NA,"4.1.1"
"survival","survival","/usr/local/lib/R/library","3.2-11","recommended","R (>= 3.5.0)","graphics, Matrix, methods, splines, stats, utils",NA,NA,NA,"LGPL (>= 2)",NA,NA,NA,NA,"yes","4.1.1"
"tcltk","tcltk","/usr/local/lib/R/library","4.1.1","base",NA,"utils",NA,NA,NA,"Part of R 4.1.1",NA,NA,NA,NA,"yes","4.1.1"
"tools","tools","/usr/local/lib/R/library","4.1.1","base",NA,NA,NA,"codetools, methods, xml2, curl, commonmark",NA,"Part of R 4.1.1",NA,NA,NA,NA,"yes","4.1.1"
"utils","utils","/usr/local/lib/R/library","4.1.1","base",NA,NA,NA,"methods, xml2, commonmark",NA,"Part of R 4.1.1",NA,NA,NA,NA,"yes","4.1.1"
